customer,location,soap_type,quantity,age,payment_type,,Points,Explanation/Questions,,,,,,
3828,rural,twin,1,47,check,,,,,,,,,
3829,rural,twin,4,80,cash,,,,,,,,,
3830,rural,twin,2,42,credit card,,,,,,,,,
3831,rural,twin,9,69,cash,,,,,,,,,
3832,rural,twin,NA,NA,NA,,,,,,,,,
3833,suburban,twin,3,77,check,,,,,,,,,
3834,suburban,twin,9,48,check,,,,,,,,,
3835,suburban,twin,6,62,credit card,,,,,,,,,
3836,suburban,bundle,6,97,check,,,,,,,,,
3837,suburban,bundle,5,27,credit card,,,,,,,,,
3838,suburban,bundle,NA,NA,NA,,,,,,,,,
3839,suburban,bundle,6,72,credit card,,,,,,,,,
3840,urban,bundle,NA,NA,NA,,,,,,,,,
3841,urban,liquid,4,58,check,,,,,,,,,
3842,urban,liquid,3,38,check,,,,,,,,,
3843,urban,liquid,7,93,cash,,,,,,,,,
3844,urban,liquid,5,77,credit card,,,,,,,,,
3845,urban,liquid,3,69,credit card,,,,,,,,,
3846,rural,single,3,95,check,,,,,,,,,
3847,rural,single,10,64,cash,,,,,,,,,
3848,rural,single,4,87,check,,,,,,,,,
3849,suburban,twin,10,38,check,,,,,,,,,
3850,suburban,twin,8,20,cash,,,,,,,,,
3851,suburban,twin,6,26,credit card,,,,,,,,,
3852,suburban,twin,9,72,cash,,,,,,,,,
3853,suburban,bundle,10,39,cash,,,,,,,,,
3854,suburban,bundle,NA,NA,NA,,,,,,,,,
3855,urban,liquid,4,43,cash,,,,,,,,,
3856,urban,liquid,9,61,check,,,,,,,,,
3857,urban,liquid,5,36,credit card,,,,,,,,,
3858,urban,liquid,5,93,credit card,,,,,,,,,
3859,urban,liquid,3,96,credit card,,,,,,,,,
3860,urban,liquid,3,41,cash,,,,,,,,,
3861,urban,liquid,6,31,cash,,,,,,,,,
3862,urban,liquid,6,63,check,,,,,,,,,
3863,rural,single,3,56,cash,,,,,,,,,
3864,rural,single,9,74,cash,,,,,,,,,
3865,rural,single,5,91,credit card,,,,,,,,,
3866,rural,single,3,32,cash,,,,,,,,,
3867,rural,single,4,31,cash,,,,,,,,,
3868,rural,single,8,20,cash,,,,,,,,,
3869,suburban,twin,3,29,cash,,,,,,,,,
3870,suburban,twin,8,39,check,,,,,,,,,
3871,suburban,twin,2,48,check,,,,,,,,,
3872,suburban,bundle,7,84,check,,,,,,,,,
3873,urban,liquid,9,85,cash,,,,,,,,,
3874,urban,liquid,6,47,cash,,,,,,,,,
3875,urban,liquid,NA,NA,NA,,,,,,,,,
3876,urban,liquid,2,82,check,,,,,,,,,
3877,rural,single,NA,NA,NA,,,,,,,,,
3878,rural,single,1,84,credit card,,,,,,,,,
3879,rural,single,8,88,check,,,,,,,,,
3880,rural,single,2,55,check,,,,,,,,,
3881,rural,single,4,75,credit card,,,,,,,,,
3882,rural,single,6,56,credit card,,,,,,,,,
3883,rural,twin,3,37,cash,,,,,,,,,
3884,rural,twin,2,68,credit card,,,,,,,,,
3885,suburban,twin,9,52,check,,,,,,,,,
3886,suburban,twin,10,51,cash,,,,,,,,,
3887,urban,liquid,5,97,cash,,,,,,,,,
3888,rural,single,6,59,cash,,,,,,,,,
3889,rural,single,3,78,check,,,,,,,,,
3890,rural,single,4,51,cash,,,,,,,,,
3891,rural,single,6,41,check,,,,,,,,,
3892,rural,twin,NA,NA,NA,,,,,,,,,
3893,rural,twin,10,28,cash,,,,,,,,,
3894,suburban,twin,2,50,cash,,,,,,,,,
3895,suburban,twin,4,57,cash,,,,,,,,,
3896,suburban,bundle,3,93,credit card,,,,,,,,,
3897,suburban,bundle,NA,NA,NA,,,,,,,,,
3898,suburban,bundle,NA,NA,NA,,,,,,,,,
3899,suburban,bundle,NA,NA,NA,,,,,,,,,
3900,urban,bundle,9,38,credit card,,,,,,,,,
3901,urban,bundle,7,68,cash,,,,,,,,,
3902,urban,liquid,4,66,check,,,,,,,,,
3903,rural,single,4,60,credit card,,,,,,,,,
3904,rural,single,7,43,check,,,,,,,,,
3905,rural,single,9,40,check,,,,,,,,,
3906,rural,single,1,20,credit card,,,,,,,,,
3907,rural,single,5,54,credit card,,,,,,,,,
3908,rural,single,3,76,check,,,,,,,,,
3909,rural,single,6,24,credit card,,,,,,,,,
3910,rural,twin,4,31,cash,,,,,,,,,
3911,suburban,twin,6,48,credit card,,,,,,,,,
3912,suburban,bundle,7,35,cash,,,,,,,,,
3913,suburban,bundle,2,61,cash,,,,,,,,,
3914,suburban,bundle,2,39,check,,,,,,,,,
3915,urban,bundle,10,78,check,,,,,,,,,
3916,urban,liquid,7,43,credit card,,,,,,,,,
3917,urban,liquid,5,57,check,,,,,,,,,
3918,urban,liquid,3,21,cash,,,,,,,,,
3919,rural,single,1,37,check,,,,,,,,,
3920,rural,single,2,62,check,,,,,,,,,
3921,rural,single,8,90,cash,,,,,,,,,
3922,rural,single,9,63,credit card,,,,,,,,,
3923,rural,twin,7,43,cash,,,,,,,,,
3924,rural,twin,9,63,cash,,,,,,,,,
3925,suburban,twin,6,44,cash,,,,,,,,,
3926,suburban,bundle,2,69,check,,,,,,,,,
3927,urban,bundle,NA,NA,NA,,,,,,,,,
3928,urban,bundle,2,25,credit card,,,,,,,,,
3929,urban,liquid,8,27,check,,,,,,,,,
3930,urban,liquid,NA,NA,NA,,,,,,,,,
3931,urban,liquid,2,94,check,,,,,,,,,
3932,rural,single,7,76,check,,,,,,,,,
3933,rural,single,1,60,cash,,,,,,,,,
3934,rural,single,7,92,cash,,,,,,,,,
3935,rural,single,NA,NA,NA,,,,,,,,,
3936,rural,single,6,70,cash,,,,,,,,,
3937,rural,single,1,60,check,,,,,,,,,
3938,rural,single,10,35,check,,,,,,,,,
3939,rural,single,7,37,credit card,,,,,,,,,
3940,rural,single,1,21,cash,,,,,,,,,
3941,rural,twin,6,89,credit card,,,,,,,,,
3942,rural,twin,6,69,cash,,,,,,,,,
3943,suburban,twin,9,22,credit card,,,,,,,,,
3944,suburban,twin,9,78,credit card,,,,,,,,,
3945,suburban,twin,2,59,credit card,,,,,,,,,
3946,suburban,bundle,NA,NA,NA,,,,,,,,,
3947,suburban,bundle,2,30,cash,,,,,,,,,
3948,suburban,bundle,1,29,check,,,,,,,,,
3949,suburban,bundle,4,71,check,,,,,,,,,
3950,suburban,bundle,3,53,credit card,,,,,,,,,
3951,suburban,bundle,6,74,credit card,,,,,,,,,
3952,urban,liquid,8,60,credit card,,,,,,,,,
3953,urban,liquid,2,68,credit card,,,,,,,,,
3954,rural,single,1,18,cash,,,,,,,,,
3955,rural,single,3,27,credit card,,,,,,,,,
3956,rural,single,10,95,credit card,,,,,,,,,
3957,rural,single,6,95,cash,,,,,,,,,
3958,rural,single,6,81,check,,,,,,,,,
3959,rural,single,5,46,cash,,,,,,,,,
3960,rural,single,7,95,credit card,,,,,,,,,
3961,rural,single,6,56,check,,,,,,,,,
3962,rural,single,7,18,cash,,,,,,,,,
3963,rural,twin,10,84,check,,,,,,,,,
3964,suburban,twin,1,40,credit card,,,,,,,,,
3965,suburban,twin,3,91,cash,,,,,,,,,
3966,suburban,twin,9,72,credit card,,,,,,,,,
3967,suburban,bundle,7,28,check,,,,,,,,,
3968,suburban,bundle,5,59,credit card,,,,,,,,,
3969,suburban,bundle,9,44,cash,,,,,,,,,
3970,suburban,bundle,10,36,credit card,,,,,,,,,
3971,suburban,bundle,7,64,credit card,,,,,,,,,
3972,urban,bundle,1,38,check,,,,,,,,,
3973,urban,liquid,NA,NA,NA,,,,,,,,,
3974,urban,liquid,NA,NA,NA,,,,,,,,,
3975,urban,liquid,7,54,check,,,,,,,,,
3976,rural,single,1,77,check,,,,,,,,,
3977,rural,single,4,78,check,,,,,,,,,
3978,rural,single,7,22,cash,,,,,,,,,
3979,rural,single,2,59,credit card,,,,,,,,,
3980,rural,single,1,73,check,,,,,,,,,
3981,rural,single,NA,NA,NA,,,,,,,,,
3982,rural,single,10,26,credit card,,,,,,,,,
3983,rural,single,NA,NA,NA,,,,,,,,,
3984,rural,twin,9,86,cash,,,,,,,,,
3985,rural,twin,3,51,credit card,,,,,,,,,
3986,rural,twin,5,53,cash,,,,,,,,,
3987,rural,twin,1,47,credit card,,,,,,,,,
3988,rural,twin,6,38,credit card,,,,,,,,,
3989,suburban,twin,10,82,check,,,,,,,,,
3990,suburban,twin,1,44,cash,,,,,,,,,
3991,suburban,twin,8,19,cash,,,,,,,,,
3992,suburban,twin,7,33,cash,,,,,,,,,
3993,suburban,twin,1,19,check,,,,,,,,,
3994,suburban,twin,4,44,check,,,,,,,,,
3995,suburban,twin,4,79,check,,,,,,,,,
3996,suburban,bundle,6,98,credit card,,,,,,,,,
3997,urban,liquid,1,31,cash,,,,,,,,,
3998,urban,liquid,9,78,check,,,,,,,,,
3999,rural,single,8,66,check,,,,,,,,,
4000,rural,single,1,50,cash,,,,,,,,,
4001,rural,single,6,32,credit card,,,,,,,,,
4002,rural,single,8,88,check,,,,,,,,,
4003,rural,single,5,28,cash,,,,,,,,,
4004,rural,single,7,67,check,,,,,,,,,
4005,rural,single,5,72,check,,,,,,,,,
4006,rural,twin,7,95,cash,,,,,,,,,
4007,rural,twin,2,33,check,,,,,,,,,
4008,rural,twin,8,38,check,,,,,,,,,
4009,suburban,twin,8,93,cash,,,,,,,,,
4010,suburban,twin,5,49,cash,,,,,,,,,
4011,suburban,twin,NA,NA,NA,,,,,,,,,
4012,suburban,bundle,9,36,check,,,,,,,,,
4013,suburban,bundle,6,85,check,,,,,,,,,
4014,suburban,bundle,10,51,credit card,,,,,,,,,
4015,urban,bundle,9,32,credit card,,,,,,,,,
4016,urban,liquid,1,69,credit card,,,,,,,,,
4017,urban,liquid,2,86,check,,,,,,,,,
4018,urban,liquid,8,84,check,,,,,,,,,
4019,urban,liquid,9,26,credit card,,,,,,,,,
4020,urban,liquid,9,97,cash,,,,,,,,,
4021,rural,single,1,61,check,,,,,,,,,
4022,rural,single,2,49,check,,,,,,,,,
4023,rural,single,8,33,check,,,,,,,,,
4024,rural,single,8,98,check,,,,,,,,,
4025,rural,single,8,90,check,,,,,,,,,
4026,rural,single,6,82,check,,,,,,,,,
4027,rural,single,6,54,credit card,,,,,,,,,
4028,rural,single,5,35,credit card,,,,,,,,,
4029,rural,single,6,70,check,,,,,,,,,
4030,rural,single,9,66,cash,,,,,,,,,
4031,rural,single,3,34,cash,,,,,,,,,
4032,rural,twin,8,88,credit card,,,,,,,,,
4033,suburban,twin,7,97,check,,,,,,,,,
4034,suburban,twin,6,47,check,,,,,,,,,
4035,suburban,twin,5,42,cash,,,,,,,,,
4036,suburban,bundle,8,27,credit card,,,,,,,,,
4037,suburban,bundle,9,21,credit card,,,,,,,,,
4038,suburban,bundle,NA,NA,NA,,,,,,,,,
4039,urban,bundle,3,63,check,,,,,,,,,
4040,urban,liquid,9,88,cash,,,,,,,,,
4041,urban,liquid,10,78,cash,,,,,,,,,
4042,urban,liquid,1,54,credit card,,,,,,,,,
4043,rural,single,5,41,cash,,,,,,,,,
4044,rural,single,5,30,credit card,,,,,,,,,
4045,rural,single,6,41,cash,,,,,,,,,
4046,rural,single,8,82,cash,,,,,,,,,
4047,rural,single,5,70,credit card,,,,,,,,,
4048,rural,twin,9,95,credit card,,,,,,,,,
4049,suburban,twin,NA,NA,NA,,,,,,,,,
4050,suburban,twin,7,85,credit card,,,,,,,,,
4051,suburban,twin,5,44,check,,,,,,,,,
4052,suburban,twin,9,18,cash,,,,,,,,,
4053,suburban,twin,7,71,check,,,,,,,,,
4054,suburban,twin,2,76,cash,,,,,,,,,
4055,suburban,bundle,9,69,check,,,,,,,,,
4056,urban,liquid,3,46,check,,,,,,,,,
4057,urban,liquid,5,51,check,,,,,,,,,
4058,urban,liquid,1,85,check,,,,,,,,,
4059,urban,liquid,NA,NA,NA,,,,,,,,,
4060,urban,liquid,NA,NA,NA,,,,,,,,,
4061,rural,single,10,81,cash,,,,,,,,,
4062,rural,single,3,85,cash,,,,,,,,,
4063,rural,single,2,51,check,,,,,,,,,
4064,rural,single,5,75,check,,,,,,,,,
4065,rural,single,2,70,credit card,,,,,,,,,
4066,rural,single,7,47,cash,,,,,,,,,
4067,rural,single,3,20,cash,,,,,,,,,
4068,rural,single,10,22,check,,,,,,,,,
4069,rural,single,3,77,credit card,,,,,,,,,
4070,rural,single,7,37,credit card,,,,,,,,,
4071,rural,single,10,42,check,,,,,,,,,
4072,rural,twin,6,87,credit card,,,,,,,,,
4073,rural,twin,3,22,cash,,,,,,,,,
4074,rural,twin,8,66,cash,,,,,,,,,
4075,rural,twin,10,98,check,,,,,,,,,
4076,suburban,twin,8,25,check,,,,,,,,,
4077,suburban,twin,6,35,credit card,,,,,,,,,
4078,suburban,twin,10,41,check,,,,,,,,,
4079,suburban,bundle,6,29,check,,,,,,,,,
4080,suburban,bundle,5,82,cash,,,,,,,,,
4081,suburban,bundle,3,79,check,,,,,,,,,
4082,suburban,bundle,2,42,cash,,,,,,,,,
4083,urban,bundle,1,93,check,,,,,,,,,
4084,urban,liquid,8,91,check,,,,,,,,,
4085,urban,liquid,4,78,cash,,,,,,,,,
4086,urban,liquid,6,29,check,,,,,,,,,
4087,rural,single,8,37,check,,,,,,,,,
4088,rural,single,7,72,check,,,,,,,,,
4089,rural,single,NA,NA,NA,,,,,,,,,
4090,rural,single,10,27,cash,,,,,,,,,
4091,rural,single,NA,NA,NA,,,,,,,,,
4092,rural,single,7,74,credit card,,,,,,,,,
4093,rural,single,8,85,check,,,,,,,,,
4094,rural,single,NA,NA,NA,,,,,,,,,
4095,rural,twin,9,39,cash,,,,,,,,,
4096,rural,twin,9,46,credit card,,,,,,,,,
4097,suburban,twin,NA,NA,NA,,,,,,,,,
4098,suburban,twin,3,91,credit card,,,,,,,,,
4099,suburban,twin,2,59,credit card,,,,,,,,,
4100,suburban,twin,7,40,check,,,,,,,,,
4101,suburban,bundle,7,32,credit card,,,,,,,,,
4102,urban,bundle,1,40,check,,,,,,,,,
4103,urban,liquid,9,24,cash,,,,,,,,,
4104,urban,liquid,5,88,check,,,,,,,,,
4105,rural,single,8,94,check,,,,,,,,,
4106,rural,single,2,51,check,,,,,,,,,
4107,rural,single,1,74,cash,,,,,,,,,
4108,rural,single,5,58,credit card,,,,,,,,,
4109,rural,single,6,27,check,,,,,,,,,
4110,rural,single,2,95,credit card,,,,,,,,,
4111,rural,single,1,27,cash,,,,,,,,,
4112,rural,single,5,65,credit card,,,,,,,,,
4113,rural,twin,4,26,cash,,,,,,,,,
4114,rural,twin,3,73,cash,,,,,,,,,
4115,rural,twin,3,29,cash,,,,,,,,,
4116,suburban,twin,7,48,cash,,,,,,,,,
4117,suburban,twin,NA,NA,NA,,,,,,,,,
4118,suburban,bundle,2,30,credit card,,,,,,,,,
4119,suburban,bundle,10,26,check,,,,,,,,,
4120,suburban,bundle,3,49,credit card,,,,,,,,,
4121,rural,single,2,45,credit card,,,,,,,,,
4122,rural,single,NA,NA,NA,,,,,,,,,
4123,rural,single,7,33,check,,,,,,,,,
4124,rural,single,6,31,cash,,,,,,,,,
4125,rural,twin,5,93,credit card,,,,,,,,,
4126,rural,twin,4,66,cash,,,,,,,,,
4127,suburban,twin,5,20,check,,,,,,,,,
4128,suburban,twin,5,27,cash,,,,,,,,,
4129,suburban,twin,5,34,cash,,,,,,,,,
4130,suburban,twin,5,92,check,,,,,,,,,
4131,suburban,twin,3,82,credit card,,,,,,,,,
4132,suburban,twin,4,65,cash,,,,,,,,,
4133,suburban,bundle,1,72,credit card,,,,,,,,,
4134,suburban,bundle,1,19,credit card,,,,,,,,,
4135,rural,single,9,96,credit card,,,,,,,,,
4136,rural,single,4,69,cash,,,,,,,,,
4137,rural,single,1,94,check,,,,,,,,,
4138,rural,single,NA,NA,NA,,,,,,,,,
4139,rural,single,NA,NA,NA,,,,,,,,,
4140,rural,twin,NA,NA,NA,,,,,,,,,
4141,rural,twin,9,65,credit card,,,,,,,,,
4142,suburban,twin,8,30,check,,,,,,,,,
4143,suburban,bundle,NA,NA,NA,,,,,,,,,
4144,suburban,bundle,6,74,check,,,,,,,,,
4145,urban,liquid,8,71,credit card,,,,,,,,,
4146,urban,liquid,2,88,check,,,,,,,,,
4147,urban,liquid,2,76,cash,,,,,,,,,
4148,urban,liquid,4,63,cash,,,,,,,,,
4149,urban,liquid,4,88,check,,,,,,,,,
4150,rural,single,8,74,credit card,,,,,,,,,
4151,rural,single,5,23,cash,,,,,,,,,
4152,rural,single,4,37,cash,,,,,,,,,
4153,rural,single,10,64,credit card,,,,,,,,,
4154,rural,single,5,39,check,,,,,,,,,
4155,rural,single,7,31,cash,,,,,,,,,
4156,rural,single,7,45,credit card,,,,,,,,,
4157,rural,single,3,73,check,,,,,,,,,
4158,rural,single,5,64,cash,,,,,,,,,
4159,rural,single,5,42,check,,,,,,,,,
4160,rural,single,2,22,check,,,,,,,,,
4161,rural,single,10,26,credit card,,,,,,,,,
4162,rural,single,NA,NA,NA,,,,,,,,,
4163,rural,single,5,73,credit card,,,,,,,,,
4164,rural,twin,5,48,credit card,,,,,,,,,
4165,suburban,twin,10,69,credit card,,,,,,,,,
4166,suburban,twin,7,23,cash,,,,,,,,,
4167,suburban,twin,6,38,cash,,,,,,,,,
4168,suburban,bundle,4,23,check,,,,,,,,,
4169,suburban,bundle,10,51,credit card,,,,,,,,,
4170,urban,liquid,6,29,credit card,,,,,,,,,
4171,urban,liquid,7,28,cash,,,,,,,,,
4172,urban,liquid,NA,NA,NA,,,,,,,,,
4173,urban,liquid,3,55,cash,,,,,,,,,
4174,urban,liquid,5,34,cash,,,,,,,,,
4175,urban,liquid,6,65,check,,,,,,,,,
4176,urban,liquid,4,84,cash,,,,,,,,,
4177,urban,liquid,8,46,check,,,,,,,,,
4178,urban,liquid,NA,NA,NA,,,,,,,,,
4179,rural,single,9,20,cash,,,,,,,,,
4180,rural,single,7,69,cash,,,,,,,,,
4181,rural,single,5,53,credit card,,,,,,,,,
4182,rural,single,9,90,cash,,,,,,,,,
4183,rural,single,1,96,check,,,,,,,,,
4184,rural,single,NA,NA,NA,,,,,,,,,
4185,rural,single,1,19,check,,,,,,,,,
4186,rural,single,1,30,credit card,,,,,,,,,
4187,rural,twin,3,20,credit card,,,,,,,,,
4188,rural,twin,3,49,cash,,,,,,,,,
4189,rural,twin,7,30,credit card,,,,,,,,,
4190,rural,twin,7,35,credit card,,,,,,,,,
4191,suburban,twin,2,53,credit card,,,,,,,,,
4192,suburban,twin,1,76,cash,,,,,,,,,
4193,suburban,twin,7,65,cash,,,,,,,,,
4194,suburban,twin,3,78,credit card,,,,,,,,,
4195,suburban,bundle,7,34,credit card,,,,,,,,,
4196,suburban,bundle,2,88,check,,,,,,,,,
4197,suburban,bundle,9,21,credit card,,,,,,,,,
4198,urban,liquid,6,43,check,,,,,,,,,
4199,urban,liquid,10,75,check,,,,,,,,,
4200,urban,liquid,7,26,cash,,,,,,,,,
4201,urban,liquid,6,35,credit card,,,,,,,,,
4202,rural,single,1,67,check,,,,,,,,,
4203,rural,single,8,94,credit card,,,,,,,,,
4204,rural,single,6,43,cash,,,,,,,,,
4205,rural,twin,10,65,check,,,,,,,,,
4206,suburban,twin,7,41,credit card,,,,,,,,,
4207,suburban,twin,10,73,cash,,,,,,,,,
4208,suburban,twin,2,66,cash,,,,,,,,,
4209,suburban,bundle,4,50,check,,,,,,,,,
4210,suburban,bundle,2,34,cash,,,,,,,,,
4211,suburban,bundle,NA,NA,NA,,,,,,,,,
4212,suburban,bundle,5,71,cash,,,,,,,,,
4213,suburban,bundle,7,58,cash,,,,,,,,,
4214,suburban,bundle,6,65,credit card,,,,,,,,,
4215,suburban,bundle,9,55,check,,,,,,,,,
4216,suburban,bundle,3,36,cash,,,,,,,,,
4217,suburban,bundle,9,85,cash,,,,,,,,,
4218,urban,bundle,6,92,credit card,,,,,,,,,
4219,urban,liquid,4,65,cash,,,,,,,,,
4220,urban,liquid,3,65,cash,,,,,,,,,
4221,urban,liquid,1,21,credit card,,,,,,,,,
4222,urban,liquid,7,54,credit card,,,,,,,,,
4223,rural,single,2,98,credit card,,,,,,,,,
4224,rural,single,8,28,check,,,,,,,,,
4225,rural,single,2,63,check,,,,,,,,,
4226,rural,single,6,73,cash,,,,,,,,,
4227,rural,single,2,96,cash,,,,,,,,,
4228,rural,single,NA,NA,NA,,,,,,,,,
4229,rural,single,NA,NA,NA,,,,,,,,,
4230,rural,single,9,96,credit card,,,,,,,,,
4231,rural,single,4,80,check,,,,,,,,,
4232,rural,single,5,69,cash,,,,,,,,,
4233,rural,single,3,62,cash,,,,,,,,,
4234,rural,single,1,45,check,,,,,,,,,
4235,rural,twin,5,60,credit card,,,,,,,,,
4236,rural,twin,5,84,check,,,,,,,,,
4237,rural,twin,6,30,credit card,,,,,,,,,
4238,suburban,twin,NA,NA,NA,,,,,,,,,
4239,suburban,twin,2,34,credit card,,,,,,,,,
4240,suburban,bundle,9,20,credit card,,,,,,,,,
4241,suburban,bundle,10,81,credit card,,,,,,,,,
4242,suburban,bundle,1,26,check,,,,,,,,,
4243,suburban,bundle,2,50,credit card,,,,,,,,,
4244,suburban,bundle,9,56,cash,,,,,,,,,
4245,suburban,bundle,5,32,cash,,,,,,,,,
4246,urban,bundle,NA,NA,NA,,,,,,,,,
4247,urban,liquid,6,60,credit card,,,,,,,,,
4248,urban,liquid,1,76,cash,,,,,,,,,
4249,urban,liquid,10,65,check,,,,,,,,,
4250,urban,liquid,5,84,credit card,,,,,,,,,
4251,urban,liquid,4,76,cash,,,,,,,,,
4252,rural,single,7,20,check,,,,,,,,,
4253,rural,single,8,44,credit card,,,,,,,,,
4254,rural,single,4,29,credit card,,,,,,,,,
4255,rural,single,6,67,check,,,,,,,,,
4256,rural,single,4,38,credit card,,,,,,,,,
4257,rural,twin,5,42,cash,,,,,,,,,
4258,rural,twin,2,58,credit card,,,,,,,,,
4259,suburban,twin,NA,NA,NA,,,,,,,,,
4260,suburban,bundle,2,38,cash,,,,,,,,,
4261,suburban,bundle,2,85,credit card,,,,,,,,,
4262,urban,liquid,8,57,cash,,,,,,,,,
4263,urban,liquid,2,35,check,,,,,,,,,
4264,rural,single,8,66,cash,,,,,,,,,
4265,rural,single,7,55,check,,,,,,,,,
4266,rural,single,4,91,credit card,,,,,,,,,
4267,rural,single,9,64,check,,,,,,,,,
4268,rural,single,6,64,cash,,,,,,,,,
4269,rural,single,10,74,cash,,,,,,,,,
4270,rural,single,NA,NA,NA,,,,,,,,,
4271,rural,twin,8,64,check,,,,,,,,,
4272,rural,twin,7,30,credit card,,,,,,,,,
4273,suburban,twin,NA,NA,NA,,,,,,,,,
4274,suburban,twin,4,64,credit card,,,,,,,,,
4275,suburban,twin,5,71,cash,,,,,,,,,
4276,suburban,bundle,5,85,check,,,,,,,,,
4277,suburban,bundle,5,78,check,,,,,,,,,
4278,urban,bundle,6,76,credit card,,,,,,,,,
4279,urban,liquid,9,90,credit card,,,,,,,,,
4280,urban,liquid,1,22,check,,,,,,,,,
4281,urban,liquid,9,68,check,,,,,,,,,
4282,rural,single,3,96,credit card,,,,,,,,,
4283,rural,single,6,82,cash,,,,,,,,,
4284,rural,single,NA,NA,NA,,,,,,,,,
4285,rural,single,8,22,cash,,,,,,,,,
4286,rural,single,NA,NA,NA,,,,,,,,,
4287,rural,single,1,54,credit card,,,,,,,,,
4288,rural,single,2,26,cash,,,,,,,,,
4289,rural,single,10,75,credit card,,,,,,,,,
4290,rural,single,10,25,cash,,,,,,,,,
4291,rural,single,9,65,cash,,,,,,,,,
4292,rural,single,1,94,check,,,,,,,,,
4293,rural,single,4,75,check,,,,,,,,,
4294,rural,single,6,19,cash,,,,,,,,,
4295,rural,single,9,83,credit card,,,,,,,,,
4296,rural,single,7,63,cash,,,,,,,,,
4297,rural,twin,8,30,cash,,,,,,,,,
4298,suburban,twin,2,23,credit card,,,,,,,,,
4299,suburban,twin,5,73,credit card,,,,,,,,,
4300,suburban,twin,4,98,check,,,,,,,,,
4301,suburban,twin,1,59,cash,,,,,,,,,
4302,suburban,bundle,4,55,credit card,,,,,,,,,
4303,suburban,bundle,6,62,cash,,,,,,,,,
4304,suburban,bundle,1,82,check,,,,,,,,,
4305,urban,bundle,10,87,cash,,,,,,,,,
4306,urban,liquid,2,67,check,,,,,,,,,
4307,urban,liquid,7,51,credit card,,,,,,,,,
4308,rural,single,8,62,check,,,,,,,,,
4309,rural,single,10,91,credit card,,,,,,,,,
4310,rural,single,6,52,cash,,,,,,,,,
4311,rural,single,7,79,check,,,,,,,,,
4312,rural,single,1,44,check,,,,,,,,,
4313,rural,single,9,44,credit card,,,,,,,,,
4314,rural,single,NA,NA,NA,,,,,,,,,
4315,rural,single,2,33,credit card,,,,,,,,,
4316,suburban,twin,6,89,credit card,,,,,,,,,
4317,suburban,twin,1,23,credit card,,,,,,,,,
4318,suburban,twin,NA,NA,NA,,,,,,,,,
4319,suburban,twin,3,74,check,,,,,,,,,
4320,suburban,twin,3,86,cash,,,,,,,,,
4321,suburban,bundle,2,94,check,,,,,,,,,
4322,suburban,bundle,4,27,check,,,,,,,,,
4323,suburban,bundle,NA,NA,NA,,,,,,,,,
4324,suburban,bundle,NA,NA,NA,,,,,,,,,
4325,urban,bundle,1,65,credit card,,,,,,,,,
4326,urban,liquid,1,66,check,,,,,,,,,
4327,urban,liquid,5,19,check,,,,,,,,,
4328,urban,liquid,5,72,cash,,,,,,,,,
4329,urban,liquid,9,60,cash,,,,,,,,,
4330,rural,single,1,97,cash,,,,,,,,,
4331,rural,single,9,33,check,,,,,,,,,
4332,rural,single,2,81,cash,,,,,,,,,
4333,rural,single,1,78,check,,,,,,,,,
4334,rural,single,8,87,credit card,,,,,,,,,
4335,rural,single,5,82,credit card,,,,,,,,,
4336,rural,single,1,89,credit card,,,,,,,,,
4337,rural,single,3,25,check,,,,,,,,,
4338,rural,single,5,27,cash,,,,,,,,,
4339,rural,single,3,53,cash,,,,,,,,,
4340,rural,twin,5,22,check,,,,,,,,,
4341,suburban,twin,2,82,cash,,,,,,,,,
4342,suburban,twin,4,83,credit card,,,,,,,,,
4343,suburban,twin,5,41,credit card,,,,,,,,,
4344,suburban,bundle,4,53,cash,,,,,,,,,
4345,suburban,bundle,7,52,check,,,,,,,,,
4346,suburban,bundle,6,63,credit card,,,,,,,,,
4347,suburban,bundle,3,26,credit card,,,,,,,,,
4348,urban,liquid,9,59,cash,,,,,,,,,
4349,urban,liquid,7,33,cash,,,,,,,,,
4350,urban,liquid,9,93,credit card,,,,,,,,,
4351,rural,single,4,87,check,,,,,,,,,
4352,rural,single,9,28,check,,,,,,,,,
4353,rural,single,NA,NA,NA,,,,,,,,,
4354,rural,single,2,40,check,,,,,,,,,
4355,suburban,bundle,NA,NA,NA,,,,,,,,,
4356,suburban,bundle,4,56,credit card,,,,,,,,,
4357,urban,bundle,NA,NA,NA,,,,,,,,,
4358,urban,liquid,8,60,cash,,,,,,,,,
4359,urban,liquid,4,50,cash,,,,,,,,,
4360,urban,liquid,1,20,credit card,,,,,,,,,
4361,urban,liquid,8,26,credit card,,,,,,,,,
4362,urban,liquid,1,36,check,,,,,,,,,
4363,urban,liquid,9,85,credit card,,,,,,,,,
4364,urban,liquid,4,37,check,,,,,,,,,
4365,urban,liquid,4,97,credit card,,,,,,,,,
4366,urban,liquid,9,90,cash,,,,,,,,,
4367,rural,single,5,62,check,,,,,,,,,
4368,rural,single,2,31,cash,,,,,,,,,
4369,rural,single,1,79,cash,,,,,,,,,
4370,rural,single,6,34,credit card,,,,,,,,,
4371,rural,single,NA,NA,NA,,,,,,,,,
4372,rural,twin,5,74,cash,,,,,,,,,
4373,rural,twin,8,73,cash,,,,,,,,,
4374,rural,twin,8,57,credit card,,,,,,,,,
